Continent,Region/Country,Product,Variable,Year,Unit,Quantity
África,Camerún,Vino,Exportaciones,2020,1000 hl,2.0
África,Camerún,Vino,Importaciones,2020,1000 hl,90.0
África,Camerún,Vino,Producción,2020,1000 hl,0.0
África,Camerún,Vino,Consumo,2021,1000 hl,104.0
África,Camerún,Vino,Exportaciones,2021,1000 hl,0.0
África,Camerún,Vino,Importaciones,2021,1000 hl,121.0
África,Camerún,Vino,Producción,2021,1000 hl,0.0
África,Camerún,Vino,Consumo,2022,1000 hl,112.0
África,Camerún,Vino,Exportaciones,2022,1000 hl,0.0
África,Camerún,Vino,Importaciones,2022,1000 hl,104.0
África,Camerún,Vino,Producción,2022,1000 hl,0.0
África,Camerún,Vino,Consumo,2023,1000 hl,100.0
África,Camerún,Vino,Exportaciones,2023,1000 hl,0.0
África,Camerún,Vino,Importaciones,2023,1000 hl,104.0
América,Canadá,Vino,Consumo,2013,1000 hl,4878.0
América,Canadá,Vino,Exportaciones,2013,1000 hl,423.0
América,Canadá,Vino,Importaciones,2013,1000 hl,3727.0
América,Canadá,Vino,Producción,2013,1000 hl,697.0
América,Canadá,Vino,Consumo,2014,1000 hl,4645.0
América,Canadá,Vino,Exportaciones,2014,1000 hl,647.0
América,Canadá,Vino,Importaciones,2014,1000 hl,3849.0
América,Canadá,Vino,Producción,2014,1000 hl,582.0
América,Canadá,Vino,Consumo,2015,1000 hl,4835.0
América,Canadá,Vino,Exportaciones,2015,1000 hl,734.0
América,Canadá,Vino,Importaciones,2015,1000 hl,4134.0
América,Canadá,Vino,Producción,2015,1000 hl,598.0
América,Canadá,Vino,Consumo,2016,1000 hl,4996.0
América,Canadá,Vino,Exportaciones,2016,1000 hl,717.0
América,Canadá,Vino,Importaciones,2016,1000 hl,4157.0
América,Canadá,Vino,Producción,2016,1000 hl,638.0
América,Canadá,Vino,Consumo,2017,1000 hl,5124.0
América,Canadá,Vino,Exportaciones,2017,1000 hl,884.0
América,Canadá,Vino,Importaciones,2017,1000 hl,4187.0
América,Canadá,Vino,Producción,2017,1000 hl,704.0
América,Canadá,Vino,Consumo,2018,1000 hl,5126.0
América,Canadá,Vino,Exportaciones,2018,1000 hl,960.0
América,Canadá,Vino,Importaciones,2018,1000 hl,4217.0
América,Canadá,Vino,Producción,2018,1000 hl,703.0
América,Canadá,Vino,Consumo,2019,1000 hl,5163.0
América,Canadá,Vino,Exportaciones,2019,1000 hl,1401.0
América,Canadá,Vino,Importaciones,2019,1000 hl,4169.0
América,Canadá,Vino,Producción,2019,1000 hl,697.0
América,Canadá,Vino,Consumo,2020,1000 hl,5320.0
América,Canadá,Vino,Exportaciones,2020,1000 hl,1655.0
América,Canadá,Vino,Importaciones,2020,1000 hl,4499.0
América,Canadá,Vino,Producción,2020,1000 hl,659.0
América,Canadá,Vino,Consumo,2021,1000 hl,5268.0
América,Canadá,Vino,Exportaciones,2021,1000 hl,2080.0
América,Canadá,Vino,Importaciones,2021,1000 hl,4189.0
América,Canadá,Vino,Producción,2021,1000 hl,654.0
América,Canadá,Vino,Consumo,2022,1000 hl,5083.0
América,Canadá,Vino,Exportaciones,2022,1000 hl,2129.0
América,Canadá,Vino,Importaciones,2022,1000 hl,4178.0
América,Canadá,Vino,Producción,2022,1000 hl,654.0
América,Canadá,Vino,Consumo,2023,1000 hl,4796.0
América,Canadá,Vino,Exportaciones,2023,1000 hl,2259.0
América,Canadá,Vino,Importaciones,2023,1000 hl,3751.0
América,Canadá,Vino,Producción,2023,1000 hl,654.0
América,Cayman Islands,Vino,Importaciones,2013,1000 hl,8.0
América,Cayman Islands,Vino,Producción,2013,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2014,1000 hl,10.0
América,Cayman Islands,Vino,Producción,2014,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2015,1000 hl,11.0
América,Cayman Islands,Vino,Producción,2015,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2016,1000 hl,11.0
América,Cayman Islands,Vino,Producción,2016,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2017,1000 hl,11.0
América,Cayman Islands,Vino,Producción,2017,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2018,1000 hl,11.0
América,Cayman Islands,Vino,Producción,2018,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2019,1000 hl,11.0
América,Cayman Islands,Vino,Producción,2019,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2020,1000 hl,31.0
América,Cayman Islands,Vino,Producción,2020,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2021,1000 hl,45.0
América,Cayman Islands,Vino,Producción,2021,1000 hl,0.0
América,Cayman Islands,Vino,Importaciones,2022,1000 hl,45.0
América,Cayman Islands,Vino,Producción,2022,1000 hl,0.0
África,Chad,Vino,Consumo,2013,1000 hl,21.0
África,Chad,Vino,Exportaciones,2013,1000 hl,0.0
África,Chad,Vino,Importaciones,2013,1000 hl,21.0
África,Chad,Vino,Producción,2013,1000 hl,0.0
África,Chad,Vino,Consumo,2014,1000 hl,14.0
África,Chad,Vino,Exportaciones,2014,1000 hl,0.0
África,Chad,Vino,Importaciones,2014,1000 hl,6.0
África,Chad,Vino,Producción,2014,1000 hl,0.0
África,Chad,Vino,Consumo,2015,1000 hl,5.0
África,Chad,Vino,Exportaciones,2015,1000 hl,0.0
África,Chad,Vino,Importaciones,2015,1000 hl,4.0
África,Chad,Vino,Producción,2015,1000 hl,0.0
África,Chad,Vino,Consumo,2016,1000 hl,5.0
África,Chad,Vino,Exportaciones,2016,1000 hl,0.0
África,Chad,Vino,Importaciones,2016,1000 hl,7.0
África,Chad,Vino,Producción,2016,1000 hl,0.0
África,Chad,Vino,Consumo,2017,1000 hl,4.0
África,Chad,Vino,Exportaciones,2017,1000 hl,0.0
África,Chad,Vino,Importaciones,2017,1000 hl,2.0
África,Chad,Vino,Producción,2017,1000 hl,0.0
África,Chad,Vino,Consumo,2018,1000 hl,2.0
África,Chad,Vino,Exportaciones,2018,1000 hl,0.0
África,Chad,Vino,Importaciones,2018,1000 hl,2.0
África,Chad,Vino,Producción,2018,1000 hl,0.0
África,Chad,Vino,Consumo,2019,1000 hl,2.0
África,Chad,Vino,Exportaciones,2019,1000 hl,0.0
África,Chad,Vino,Importaciones,2019,1000 hl,2.0
África,Chad,Vino,Producción,2019,1000 hl,0.0
África,Chad,Vino,Consumo,2020,1000 hl,2.0
África,Chad,Vino,Exportaciones,2020,1000 hl,0.0
África,Chad,Vino,Importaciones,2020,1000 hl,4.0
África,Chad,Vino,Producción,2020,1000 hl,0.0
África,Chad,Vino,Consumo,2021,1000 hl,2.0
África,Chad,Vino,Exportaciones,2021,1000 hl,0.0
África,Chad,Vino,Importaciones,2021,1000 hl,2.0
África,Chad,Vino,Producción,2021,1000 hl,0.0
África,Chad,Vino,Consumo,2022,1000 hl,2.0
África,Chad,Vino,Exportaciones,2022,1000 hl,0.0
África,Chad,Vino,Importaciones,2022,1000 hl,2.0
África,Chad,Vino,Producción,2022,1000 hl,0.0
África,Chad,Vino,Consumo,2023,1000 hl,2.0
África,Chad,Vino,Exportaciones,2023,1000 hl,0.0
América,Chile,Vino,Consumo,2013,1000 hl,2947.0
América,Chile,Vino,Exportaciones,2013,1000 hl,8789.0
América,Chile,Vino,Importaciones,2013,1000 hl,22.0
América,Chile,Vino,Producción,2013,1000 hl,12821.0
América,Chile,Vino,Consumo,2014,1000 hl,2950.0
América,Chile,Vino,Exportaciones,2014,1000 hl,7999.0
América,Chile,Vino,Importaciones,2014,1000 hl,17.0
América,Chile,Vino,Producción,2014,1000 hl,9896.0
América,Chile,Vino,Consumo,2015,1000 hl,2578.0
América,Chile,Vino,Exportaciones,2015,1000 hl,8757.0
América,Chile,Vino,Importaciones,2015,1000 hl,25.0
América,Chile,Vino,Producción,2015,1000 hl,12866.0
América,Chile,Vino,Consumo,2016,1000 hl,2433.0
América,Chile,Vino,Exportaciones,2016,1000 hl,9076.0
América,Chile,Vino,Importaciones,2016,1000 hl,25.0
América,Chile,Vino,Producción,2016,1000 hl,10143.0
América,Chile,Vino,Consumo,2017,1000 hl,2329.0
América,Chile,Vino,Exportaciones,2017,1000 hl,9402.0
América,Chile,Vino,Importaciones,2017,1000 hl,20.0
América,Chile,Vino,Producción,2017,1000 hl,9492.0
América,Chile,Vino,Consumo,2018,1000 hl,2294.0
América,Chile,Vino,Exportaciones,2018,1000 hl,8427.0
América,Chile,Vino,Importaciones,2018,1000 hl,30.0
América,Chile,Vino,Producción,2018,1000 hl,12898.0
América,Chile,Vino,Consumo,2019,1000 hl,2745.0
América,Chile,Vino,Exportaciones,2019,1000 hl,8686.0
América,Chile,Vino,Importaciones,2019,1000 hl,25.0
América,Chile,Vino,Producción,2019,1000 hl,11939.0
América,Chile,Vino,Consumo,2020,1000 hl,2392.0
América,Chile,Vino,Exportaciones,2020,1000 hl,8498.0
América,Chile,Vino,Importaciones,2020,1000 hl,37.0
América,Chile,Vino,Producción,2020,1000 hl,10337.0
América,Chile,Vino,Consumo,2021,1000 hl,2521.0
América,Chile,Vino,Exportaciones,2021,1000 hl,8656.0
América,Chile,Vino,Importaciones,2021,1000 hl,84.0
América,Chile,Vino,Producción,2021,1000 hl,13437.0
América,Chile,Vino,Consumo,2022,1000 hl,2280.0
América,Chile,Vino,Exportaciones,2022,1000 hl,8294.0
América,Chile,Vino,Importaciones,2022,1000 hl,30.0
América,Chile,Vino,Producción,2022,1000 hl,12443.0
América,Chile,Vino,Consumo,2023,1000 hl,1730.0
América,Chile,Vino,Exportaciones,2023,1000 hl,6791.0
América,Chile,Vino,Importaciones,2023,1000 hl,17.0
América,Chile,Vino,Producción,2023,1000 hl,11030.0
Europa,Chipre,Vino,Consumo,2013,1000 hl,166.0
Europa,Chipre,Vino,Exportaciones,2013,1000 hl,12.0
Europa,Chipre,Vino,Importaciones,2013,1000 hl,72.0
Europa,Chipre,Vino,Producción,2013,1000 hl,94.0
Europa,Chipre,Vino,Consumo,2014,1000 hl,155.0
Europa,Chipre,Vino,Exportaciones,2014,1000 hl,10.0
Europa,Chipre,Vino,Importaciones,2014,1000 hl,80.0
Europa,Chipre,Vino,Producción,2014,1000 hl,86.0
Europa,Chipre,Vino,Consumo,2015,1000 hl,160.0
Europa,Chipre,Vino,Exportaciones,2015,1000 hl,10.0
Europa,Chipre,Vino,Importaciones,2015,1000 hl,84.0
Europa,Chipre,Vino,Producción,2015,1000 hl,91.0
Europa,Chipre,Vino,Consumo,2016,1000 hl,158.0
Europa,Chipre,Vino,Exportaciones,2016,1000 hl,6.0
Europa,Chipre,Vino,Importaciones,2016,1000 hl,87.0
Europa,Chipre,Vino,Producción,2016,1000 hl,69.0
Europa,Chipre,Vino,Consumo,2017,1000 hl,167.0
Europa,Chipre,Vino,Exportaciones,2017,1000 hl,5.0
Europa,Chipre,Vino,Importaciones,2017,1000 hl,89.0
Europa,Chipre,Vino,Producción,2017,1000 hl,99.0
Europa,Chipre,Vino,Consumo,2018,1000 hl,185.0
Europa,Chipre,Vino,Exportaciones,2018,1000 hl,6.0
Europa,Chipre,Vino,Importaciones,2018,1000 hl,83.0
Europa,Chipre,Vino,Producción,2018,1000 hl,109.0
Europa,Chipre,Vino,Consumo,2019,1000 hl,179.0
Europa,Chipre,Vino,Exportaciones,2019,1000 hl,6.0
Europa,Chipre,Vino,Importaciones,2019,1000 hl,80.0
Europa,Chipre,Vino,Producción,2019,1000 hl,100.0
Europa,Chipre,Vino,Consumo,2020,1000 hl,155.0
Europa,Chipre,Vino,Exportaciones,2020,1000 hl,2.0
Europa,Chipre,Vino,Importaciones,2020,1000 hl,50.0
Europa,Chipre,Vino,Producción,2020,1000 hl,89.0
Europa,Chipre,Vino,Consumo,2021,1000 hl,131.0
Europa,Chipre,Vino,Exportaciones,2021,1000 hl,4.0
Europa,Chipre,Vino,Importaciones,2021,1000 hl,62.0
Europa,Chipre,Vino,Producción,2021,1000 hl,68.0
Europa,Chipre,Vino,Consumo,2022,1000 hl,153.0
Europa,Chipre,Vino,Exportaciones,2022,1000 hl,3.0
Europa,Chipre,Vino,Importaciones,2022,1000 hl,75.0
Europa,Chipre,Vino,Producción,2022,1000 hl,108.0
Europa,Chipre,Vino,Consumo,2023,1000 hl,161.0
Europa,Chipre,Vino,Exportaciones,2023,1000 hl,4.0
Europa,Chipre,Vino,Importaciones,2023,1000 hl,64.0
Europa,Chipre,Vino,Producción,2023,1000 hl,50.0
América,Colombia,Vino,Consumo,2013,1000 hl,149.0
América,Colombia,Vino,Exportaciones,2013,1000 hl,0.0
América,Colombia,Vino,Importaciones,2013,1000 hl,154.0
América,Colombia,Vino,Producción,2013,1000 hl,0.0
América,Colombia,Vino,Consumo,2014,1000 hl,158.0
América,Colombia,Vino,Exportaciones,2014,1000 hl,0.0
América,Colombia,Vino,Importaciones,2014,1000 hl,162.0
América,Colombia,Vino,Producción,2014,1000 hl,0.0
América,Colombia,Vino,Consumo,2015,1000 hl,163.0
América,Colombia,Vino,Exportaciones,2015,1000 hl,0.0
América,Colombia,Vino,Importaciones,2015,1000 hl,164.0
América,Colombia,Vino,Producción,2015,1000 hl,0.0
América,Colombia,Vino,Consumo,2016,1000 hl,172.0
América,Colombia,Vino,Exportaciones,2016,1000 hl,0.0
América,Colombia,Vino,Importaciones,2016,1000 hl,181.0
América,Colombia,Vino,Producción,2016,1000 hl,0.0
América,Colombia,Vino,Consumo,2017,1000 hl,177.0
América,Colombia,Vino,Exportaciones,2017,1000 hl,0.0
América,Colombia,Vino,Importaciones,2017,1000 hl,174.0
América,Colombia,Vino,Producción,2017,1000 hl,0.0
América,Colombia,Vino,Consumo,2018,1000 hl,181.0
América,Colombia,Vino,Exportaciones,2018,1000 hl,0.0
América,Colombia,Vino,Importaciones,2018,1000 hl,189.0
América,Colombia,Vino,Producción,2018,1000 hl,0.0
América,Colombia,Vino,Consumo,2019,1000 hl,205.0
América,Colombia,Vino,Exportaciones,2019,1000 hl,0.0
América,Colombia,Vino,Importaciones,2019,1000 hl,222.0
América,Colombia,Vino,Producción,2019,1000 hl,0.0
América,Colombia,Vino,Consumo,2020,1000 hl,233.0
América,Colombia,Vino,Exportaciones,2020,1000 hl,1.0
América,Colombia,Vino,Importaciones,2020,1000 hl,245.0
América,Colombia,Vino,Producción,2020,1000 hl,0.0
América,Colombia,Vino,Consumo,2021,1000 hl,251.0
América,Colombia,Vino,Exportaciones,2021,1000 hl,0.0
América,Colombia,Vino,Importaciones,2021,1000 hl,258.0
América,Colombia,Vino,Producción,2021,1000 hl,0.0
América,Colombia,Vino,Consumo,2022,1000 hl,296.0
América,Colombia,Vino,Exportaciones,2022,1000 hl,0.0
América,Colombia,Vino,Importaciones,2022,1000 hl,334.0
América,Colombia,Vino,Producción,2022,1000 hl,0.0
América,Colombia,Vino,Consumo,2023,1000 hl,233.0
América,Colombia,Vino,Exportaciones,2023,1000 hl,0.0
América,Colombia,Vino,Importaciones,2023,1000 hl,224.0
África,Comoras,Vino,Consumo,2013,1000 hl,2.0
África,Comoras,Vino,Importaciones,2013,1000 hl,3.0
África,Comoras,Vino,Producción,2013,1000 hl,0.0
África,Comoras,Vino,Consumo,2014,1000 hl,2.0
África,Comoras,Vino,Importaciones,2014,1000 hl,1.0
África,Comoras,Vino,Producción,2014,1000 hl,0.0
África,Comoras,Vino,Consumo,2015,1000 hl,1.0
África,Comoras,Vino,Importaciones,2015,1000 hl,2.0
África,Comoras,Vino,Producción,2015,1000 hl,0.0
África,Comoras,Vino,Consumo,2016,1000 hl,3.0
África,Comoras,Vino,Importaciones,2016,1000 hl,3.0
África,Comoras,Vino,Producción,2016,1000 hl,0.0
África,Comoras,Vino,Consumo,2017,1000 hl,3.0
África,Comoras,Vino,Importaciones,2017,1000 hl,3.0
África,Comoras,Vino,Producción,2017,1000 hl,0.0
África,Comoras,Vino,Consumo,2018,1000 hl,3.0
África,Comoras,Vino,Importaciones,2018,1000 hl,2.0
África,Comoras,Vino,Producción,2018,1000 hl,0.0
África,Comoras,Vino,Consumo,2019,1000 hl,3.0
África,Comoras,Vino,Importaciones,2019,1000 hl,3.0
África,Comoras,Vino,Producción,2019,1000 hl,0.0
África,Comoras,Vino,Consumo,2020,1000 hl,3.0
África,Comoras,Vino,Importaciones,2020,1000 hl,2.0
África,Comoras,Vino,Producción,2020,1000 hl,0.0
África,Comoras,Vino,Consumo,2021,1000 hl,3.0
África,Comoras,Vino,Importaciones,2021,1000 hl,1.0
África,Comoras,Vino,Producción,2021,1000 hl,0.0
África,Comoras,Vino,Consumo,2022,1000 hl,3.0
África,Comoras,Vino,Importaciones,2022,1000 hl,2.0
África,Comoras,Vino,Producción,2022,1000 hl,0.0
África,Comoras,Vino,Consumo,2023,1000 hl,3.0
África,Congo,Vino,Consumo,2013,1000 hl,41.0
África,Congo,Vino,Exportaciones,2013,1000 hl,4.0
África,Congo,Vino,Importaciones,2013,1000 hl,44.0
África,Congo,Vino,Producción,2013,1000 hl,0.0
África,Congo,Vino,Consumo,2014,1000 hl,27.0
África,Congo,Vino,Exportaciones,2014,1000 hl,5.0
África,Congo,Vino,Importaciones,2014,1000 hl,32.0
África,Congo,Vino,Producción,2014,1000 hl,0.0
África,Congo,Vino,Consumo,2015,1000 hl,32.0
África,Congo,Vino,Exportaciones,2015,1000 hl,4.0
África,Congo,Vino,Importaciones,2015,1000 hl,32.0
África,Congo,Vino,Producción,2015,1000 hl,0.0
África,Congo,Vino,Consumo,2016,1000 hl,32.0
África,Congo,Vino,Exportaciones,2016,1000 hl,4.0
África,Congo,Vino,Importaciones,2016,1000 hl,32.0
África,Congo,Vino,Producción,2016,1000 hl,0.0
África,Congo,Vino,Consumo,2017,1000 hl,22.0
África,Congo,Vino,Exportaciones,2017,1000 hl,1.0
África,Congo,Vino,Importaciones,2017,1000 hl,18.0
África,Congo,Vino,Producción,2017,1000 hl,0.0
África,Congo,Vino,Consumo,2018,1000 hl,16.0
África,Congo,Vino,Exportaciones,2018,1000 hl,2.0
África,Congo,Vino,Importaciones,2018,1000 hl,18.0
África,Congo,Vino,Producción,2018,1000 hl,0.0
África,Congo,Vino,Consumo,2019,1000 hl,19.0
África,Congo,Vino,Exportaciones,2019,1000 hl,1.0
África,Congo,Vino,Importaciones,2019,1000 hl,23.0
África,Congo,Vino,Producción,2019,1000 hl,0.0
África,Congo,Vino,Consumo,2020,1000 hl,22.0
África,Congo,Vino,Exportaciones,2020,1000 hl,2.0
África,Congo,Vino,Importaciones,2020,1000 hl,21.0
África,Congo,Vino,Producción,2020,1000 hl,0.0
África,Congo,Vino,Consumo,2021,1000 hl,22.0
África,Congo,Vino,Exportaciones,2021,1000 hl,2.0
África,Congo,Vino,Importaciones,2021,1000 hl,26.0
África,Congo,Vino,Producción,2021,1000 hl,0.0
África,Congo,Vino,Consumo,2022,1000 hl,22.0
África,Congo,Vino,Exportaciones,2022,1000 hl,2.0
África,Congo,Vino,Importaciones,2022,1000 hl,39.0
África,Congo,Vino,Producción,2022,1000 hl,0.0
África,Congo,Vino,Consumo,2023,1000 hl,20.0
África,Congo,Vino,Exportaciones,2023,1000 hl,2.0
Oceanía,Cook Islands,Vino,Consumo,2013,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2013,1000 hl,2.0
Oceanía,Cook Islands,Vino,Producción,2013,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2014,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2014,1000 hl,3.0
Oceanía,Cook Islands,Vino,Producción,2014,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2015,1000 hl,3.0
Oceanía,Cook Islands,Vino,Importaciones,2015,1000 hl,3.0
Oceanía,Cook Islands,Vino,Producción,2015,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2016,1000 hl,3.0
Oceanía,Cook Islands,Vino,Importaciones,2016,1000 hl,4.0
Oceanía,Cook Islands,Vino,Producción,2016,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2017,1000 hl,3.0
Oceanía,Cook Islands,Vino,Importaciones,2017,1000 hl,2.0
Oceanía,Cook Islands,Vino,Producción,2017,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2018,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2018,1000 hl,2.0
Oceanía,Cook Islands,Vino,Producción,2018,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2019,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2019,1000 hl,2.0
Oceanía,Cook Islands,Vino,Producción,2019,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2020,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2020,1000 hl,1.0
Oceanía,Cook Islands,Vino,Producción,2020,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2021,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2021,1000 hl,2.0
Oceanía,Cook Islands,Vino,Producción,2021,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2022,1000 hl,2.0
Oceanía,Cook Islands,Vino,Importaciones,2022,1000 hl,2.0
Oceanía,Cook Islands,Vino,Producción,2022,1000 hl,0.0
Oceanía,Cook Islands,Vino,Consumo,2023,1000 hl,2.0
Asia,Corea del Norte,Vino,Producción,2013,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2014,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2015,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2016,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2017,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2018,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2019,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2020,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2021,1000 hl,0.0
Asia,Corea del Norte,Vino,Producción,2022,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2013,1000 hl,310.0
Asia,Corea del Sur,Vino,Exportaciones,2013,1000 hl,0.0
Asia,Corea del Sur,Vino,Importaciones,2013,1000 hl,327.0
Asia,Corea del Sur,Vino,Producción,2013,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2014,1000 hl,328.0
Asia,Corea del Sur,Vino,Exportaciones,2014,1000 hl,1.0
Asia,Corea del Sur,Vino,Importaciones,2014,1000 hl,330.0
Asia,Corea del Sur,Vino,Producción,2014,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2015,1000 hl,383.0
Asia,Corea del Sur,Vino,Exportaciones,2015,1000 hl,1.0
Asia,Corea del Sur,Vino,Importaciones,2015,1000 hl,436.0
Asia,Corea del Sur,Vino,Producción,2015,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2016,1000 hl,407.0
Asia,Corea del Sur,Vino,Exportaciones,2016,1000 hl,2.0
Asia,Corea del Sur,Vino,Importaciones,2016,1000 hl,378.0
Asia,Corea del Sur,Vino,Producción,2016,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2017,1000 hl,371.0
Asia,Corea del Sur,Vino,Exportaciones,2017,1000 hl,1.0
Asia,Corea del Sur,Vino,Importaciones,2017,1000 hl,365.0
Asia,Corea del Sur,Vino,Producción,2017,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2018,1000 hl,386.0
Asia,Corea del Sur,Vino,Exportaciones,2018,1000 hl,1.0
Asia,Corea del Sur,Vino,Importaciones,2018,1000 hl,406.0
Asia,Corea del Sur,Vino,Producción,2018,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2019,1000 hl,422.0
Asia,Corea del Sur,Vino,Exportaciones,2019,1000 hl,2.0
Asia,Corea del Sur,Vino,Importaciones,2019,1000 hl,441.0
Asia,Corea del Sur,Vino,Producción,2019,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2020,1000 hl,491.0
Asia,Corea del Sur,Vino,Exportaciones,2020,1000 hl,2.0
Asia,Corea del Sur,Vino,Importaciones,2020,1000 hl,545.0
Asia,Corea del Sur,Vino,Producción,2020,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2021,1000 hl,655.0
Asia,Corea del Sur,Vino,Exportaciones,2021,1000 hl,2.0
Asia,Corea del Sur,Vino,Importaciones,2021,1000 hl,769.0
Asia,Corea del Sur,Vino,Producción,2021,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2022,1000 hl,740.0
Asia,Corea del Sur,Vino,Exportaciones,2022,1000 hl,0.0
Asia,Corea del Sur,Vino,Importaciones,2022,1000 hl,714.0
Asia,Corea del Sur,Vino,Producción,2022,1000 hl,0.0
Asia,Corea del Sur,Vino,Consumo,2023,1000 hl,539.0
Asia,Corea del Sur,Vino,Exportaciones,2023,1000 hl,1.0
Asia,Corea del Sur,Vino,Importaciones,2023,1000 hl,565.0
Asia,Corea del Sur,Vino,Producción,2023,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2013,1000 hl,290.0
África,Costa de Marfil,Vino,Exportaciones,2013,1000 hl,0.0
África,Costa de Marfil,Vino,Importaciones,2013,1000 hl,290.0
África,Costa de Marfil,Vino,Producción,2013,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2014,1000 hl,305.0
África,Costa de Marfil,Vino,Exportaciones,2014,1000 hl,0.0
África,Costa de Marfil,Vino,Importaciones,2014,1000 hl,320.0
África,Costa de Marfil,Vino,Producción,2014,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2015,1000 hl,360.0
África,Costa de Marfil,Vino,Exportaciones,2015,1000 hl,1.0
África,Costa de Marfil,Vino,Importaciones,2015,1000 hl,400.0
África,Costa de Marfil,Vino,Producción,2015,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2016,1000 hl,424.0
África,Costa de Marfil,Vino,Exportaciones,2016,1000 hl,0.0
África,Costa de Marfil,Vino,Importaciones,2016,1000 hl,450.0
África,Costa de Marfil,Vino,Producción,2016,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2017,1000 hl,464.0
África,Costa de Marfil,Vino,Exportaciones,2017,1000 hl,1.0
África,Costa de Marfil,Vino,Importaciones,2017,1000 hl,480.0
África,Costa de Marfil,Vino,Producción,2017,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2018,1000 hl,444.0
África,Costa de Marfil,Vino,Exportaciones,2018,1000 hl,1.0
África,Costa de Marfil,Vino,Importaciones,2018,1000 hl,410.0
África,Costa de Marfil,Vino,Producción,2018,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2019,1000 hl,412.0
África,Costa de Marfil,Vino,Exportaciones,2019,1000 hl,1.0
África,Costa de Marfil,Vino,Importaciones,2019,1000 hl,415.0
África,Costa de Marfil,Vino,Producción,2019,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2020,1000 hl,404.0
África,Costa de Marfil,Vino,Exportaciones,2020,1000 hl,0.0
África,Costa de Marfil,Vino,Importaciones,2020,1000 hl,394.0
África,Costa de Marfil,Vino,Producción,2020,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2021,1000 hl,487.0
África,Costa de Marfil,Vino,Exportaciones,2021,1000 hl,5.0
África,Costa de Marfil,Vino,Importaciones,2021,1000 hl,584.0
África,Costa de Marfil,Vino,Producción,2021,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2022,1000 hl,581.0
África,Costa de Marfil,Vino,Exportaciones,2022,1000 hl,0.0
África,Costa de Marfil,Vino,Importaciones,2022,1000 hl,583.0
África,Costa de Marfil,Vino,Producción,2022,1000 hl,0.0
África,Costa de Marfil,Vino,Consumo,2023,1000 hl,466.0
África,Costa de Marfil,Vino,Exportaciones,2023,1000 hl,1.0
